TradeNum,Date,EntryTime,ExitTime,Type,EntryPrice,InitialSL,FinalSL,HardTP,ExitPrice,RiskPerOz,LotOunces,RiskUSD,PnLUSD,RMultiple,Result,BELocked,DurationMins,RunningBalance
2589,2025-05-09,09:55,10:00,SHORT,3325.31,3328.25,3328.25,3321.49,3328.25,2.94,0.99,2.9,-2.9,-1,BREAKEVEN,NO,5,287.35
2590,2025-05-09,10:35,11:20,SHORT,3326.14,3331.29,3324.08,3319.44,3324.08,5.15,0.56,2.87,1.15,0.4,BREAKEVEN,YES,45,288.5
2591,2025-05-09,11:10,11:15,SHORT,3323.12,3326,3322.92,3319.38,3322.92,2.88,1,2.88,0.2,0.07,BREAKEVEN,YES,5,288.7
2592,2025-05-09,11:45,12:30,SHORT,3326.85,3330.12,3326.65,3322.6,3326.65,3.27,0.88,2.89,0.18,0.06,BREAKEVEN,YES,45,288.88
2593,2025-05-09,12:20,12:30,LONG,3326.21,3323.76,3323.76,3329.39,3323.76,2.45,1.18,2.89,-2.89,-1,BREAKEVEN,NO,10,285.99
2594,2025-05-09,13:30,14:00,SHORT,3323.61,3326.54,3326.54,3319.8,3326.54,2.93,0.98,2.86,-2.86,-1,BREAKEVEN,NO,30,283.13
2595,2025-05-09,14:05,14:25,SHORT,3328.56,3332.06,3332.06,3324.01,3332.06,3.5,0.81,2.83,-2.83,-1,BREAKEVEN,NO,20,280.3
2596,2025-05-09,14:40,14:45,SHORT,3332.49,3335.5,3332.29,3328.58,3332.29,3.01,0.93,2.8,0.19,0.07,BREAKEVEN,YES,5,280.48
2597,2025-05-09,15:15,15:20,LONG,3335.09,3331.91,3331.91,3339.22,3331.91,3.18,0.88,2.8,-2.8,-1,BREAKEVEN,NO,5,277.68
2598,2025-05-09,15:50,15:55,LONG,3331.92,3329.53,3332.12,3335.03,3332.12,2.39,1.16,2.78,0.23,0.08,BREAKEVEN,YES,5,277.91
2599,2025-05-09,16:35,16:40,LONG,3337.42,3333.49,3333.49,3342.53,3333.49,3.93,0.71,2.78,-2.78,-1,BREAKEVEN,NO,5,275.13
2600,2025-05-12,07:10,07:20,LONG,3282.38,3279.27,3279.27,3286.42,3279.27,3.11,0.88,2.75,-2.75,-1,BREAKEVEN,NO,10,272.38
2601,2025-05-12,08:00,08:10,SHORT,3278.67,3281.18,3278.47,3275.41,3275.41,2.51,1.09,2.72,3.54,1.3,BREAKEVEN,YES,10,275.92
2602,2025-05-12,08:40,08:50,LONG,3271.05,3267.04,3271.25,3276.26,3271.25,4.01,0.69,2.76,0.14,0.05,BREAKEVEN,YES,10,276.06
2603,2025-05-12,09:15,09:20,LONG,3280.69,3276.97,3276.97,3285.53,3276.97,3.72,0.74,2.76,-2.76,-1,BREAKEVEN,NO,5,273.3
2604,2025-05-12,09:55,10:00,SHORT,3277.52,3280.96,3277.32,3273.05,3273.05,3.44,0.79,2.73,3.55,1.3,BREAKEVEN,YES,5,276.85
2605,2025-05-12,10:30,10:40,SHORT,3231.22,3236.97,3231.02,3223.74,3223.74,5.75,0.48,2.77,3.6,1.3,BREAKEVEN,YES,10,280.45
2606,2025-05-12,11:10,11:15,LONG,3224.39,3219.24,3224.59,3231.09,3224.59,5.15,0.54,2.8,0.11,0.04,BREAKEVEN,YES,5,280.56
2607,2025-05-12,12:05,12:30,SHORT,3227.2,3232.27,3227,3220.61,3220.61,5.07,0.55,2.81,3.65,1.3,BREAKEVEN,YES,25,284.21
2608,2025-05-12,12:40,12:55,LONG,3221.92,3216.81,3216.81,3228.56,3216.81,5.11,0.56,2.84,-2.84,-1,BREAKEVEN,NO,15,281.36
2609,2025-05-12,13:15,13:20,LONG,3215.8,3210.99,3210.99,3222.05,3210.99,4.81,0.58,2.81,-2.81,-1,BREAKEVEN,NO,5,278.55
2610,2025-05-12,14:10,14:15,LONG,3222.3,3219.68,3219.68,3225.71,3219.68,2.62,1.06,2.79,-2.79,-1,BREAKEVEN,NO,5,275.76
2611,2025-05-12,14:45,14:50,LONG,3221.23,3216.14,3221.43,3227.85,3221.43,5.09,0.54,2.76,0.11,0.04,BREAKEVEN,YES,5,275.87
2612,2025-05-12,15:30,15:35,LONG,3228.95,3225.37,3225.37,3233.6,3225.37,3.58,0.77,2.76,-2.76,-1,BREAKEVEN,NO,5,273.11
2613,2025-05-12,16:10,16:30,LONG,3241.68,3236.1,3236.1,3248.93,3236.1,5.58,0.49,2.73,-2.73,-1,BREAKEVEN,NO,20,270.38
2614,2025-05-13,07:00,07:30,LONG,3236.54,3233.97,3237.55,3239.88,3239.88,2.57,1.05,2.7,3.51,1.3,BREAKEVEN,YES,30,273.9
2615,2025-05-13,07:45,07:50,LONG,3248.02,3244.63,3248.22,3252.43,3252.43,3.39,0.81,2.74,3.56,1.3,BREAKEVEN,YES,5,277.46
2616,2025-05-13,08:20,08:25,LONG,3258.28,3256.14,3256.14,3261.06,3256.14,2.14,1.3,2.77,-2.77,-1,BREAKEVEN,NO,5,274.68
2617,2025-05-13,09:00,09:05,LONG,3256.28,3252.53,3252.53,3261.16,3252.53,3.75,0.73,2.75,-2.75,-1,BREAKEVEN,NO,5,271.94
2618,2025-05-13,09:35,09:40,LONG,3255.3,3252.28,3255.5,3259.23,3255.5,3.02,0.9,2.72,0.18,0.07,BREAKEVEN,YES,5,272.12
2619,2025-05-13,10:15,10:30,LONG,3259.39,3255.59,3255.59,3264.33,3255.59,3.8,0.72,2.72,-2.72,-1,BREAKEVEN,NO,15,269.4
2620,2025-05-13,10:50,11:20,SHORT,3259.09,3261.51,3258.89,3255.94,3255.94,2.42,1.11,2.69,3.5,1.3,BREAKEVEN,YES,30,272.9
2621,2025-05-13,11:40,11:55,SHORT,3254.44,3256.67,3254.24,3251.54,3251.54,2.23,1.22,2.73,3.55,1.3,BREAKEVEN,YES,15,276.45
2622,2025-05-13,12:25,13:10,SHORT,3252.67,3256.22,3256.22,3248.06,3251.8,3.55,0.78,2.76,0.68,0.25,BREAKEVEN,NO,45,277.12
2623,2025-05-13,13:00,13:45,LONG,3254.45,3251.08,3251.08,3258.83,3254.19,3.37,0.82,2.77,-0.21,-0.08,BREAKEVEN,NO,45,276.91
2624,2025-05-13,13:35,14:15,SHORT,3252.77,3255.56,3252.57,3249.14,3252.57,2.79,0.99,2.77,0.2,0.07,BREAKEVEN,YES,40,277.11
2625,2025-05-13,14:15,14:55,LONG,3254.65,3248.94,3248.94,3262.07,3248.94,5.71,0.49,2.77,-2.77,-1,BREAKEVEN,NO,40,274.34
2626,2025-05-13,14:50,14:55,SHORT,3252.43,3256.04,3252.23,3247.74,3252.23,3.61,0.76,2.74,0.15,0.06,BREAKEVEN,YES,5,274.49
2627,2025-05-13,15:25,15:30,SHORT,3240.32,3244.13,3244.13,3235.37,3244.13,3.81,0.72,2.74,-2.74,-1,BREAKEVEN,NO,5,271.74
2628,2025-05-13,16:10,16:15,SHORT,3243.39,3247.25,3243.19,3238.37,3238.37,3.86,0.7,2.72,3.53,1.3,BREAKEVEN,YES,5,275.28
2629,2025-05-14,07:00,07:05,SHORT,3227.85,3231.47,3227.65,3223.14,3227.65,3.62,0.76,2.75,0.15,0.06,BREAKEVEN,YES,5,275.43
2630,2025-05-14,07:45,07:50,SHORT,3227.86,3230.89,3227.66,3223.92,3227.66,3.03,0.91,2.75,0.18,0.07,BREAKEVEN,YES,5,275.61
2631,2025-05-14,08:30,08:50,LONG,3225.84,3220.5,3229.89,3232.78,3232.78,5.34,0.52,2.76,3.58,1.3,BREAKEVEN,YES,20,279.19
2632,2025-05-14,09:15,09:20,LONG,3232.64,3229.63,3232.84,3236.55,3232.84,3.01,0.93,2.79,0.19,0.07,BREAKEVEN,YES,5,279.38
2633,2025-05-14,09:50,09:55,LONG,3231.01,3228.91,3228.91,3233.74,3228.91,2.1,1.33,2.79,-2.79,-1,BREAKEVEN,NO,5,276.59
2634,2025-05-14,10:30,10:35,LONG,3231.96,3227.93,3232.16,3237.2,3237.2,4.03,0.69,2.77,3.6,1.3,BREAKEVEN,YES,5,280.18
2635,2025-05-14,11:20,11:25,SHORT,3237.79,3240.96,3237.59,3233.67,3233.67,3.17,0.88,2.8,3.64,1.3,BREAKEVEN,YES,5,283.82
2636,2025-05-14,11:55,12:25,SHORT,3232.55,3237.01,3232.35,3226.75,3232.35,4.46,0.64,2.84,0.13,0.04,BREAKEVEN,YES,30,283.95
2637,2025-05-14,12:30,12:40,LONG,3230.99,3227.68,3231.19,3235.29,3235.29,3.31,0.86,2.84,3.69,1.3,BREAKEVEN,YES,10,287.64
2638,2025-05-14,13:15,13:30,LONG,3234.17,3231.59,3231.59,3237.52,3231.59,2.58,1.11,2.88,-2.88,-1,BREAKEVEN,NO,15,284.77
2639,2025-05-14,14:00,14:10,LONG,3235.51,3233.13,3235.71,3238.6,3235.71,2.38,1.2,2.85,0.24,0.08,BREAKEVEN,YES,10,285.01
2640,2025-05-14,14:50,14:55,SHORT,3225.96,3229.14,3225.76,3221.83,3221.83,3.18,0.9,2.85,3.71,1.3,BREAKEVEN,YES,5,288.71
2641,2025-05-14,15:30,15:35,SHORT,3212.07,3218.05,3211.87,3204.3,3204.3,5.98,0.48,2.89,3.75,1.3,BREAKEVEN,YES,5,292.46
2642,2025-05-14,16:05,16:15,SHORT,3181.06,3187.12,3180.86,3173.18,3180.86,6.06,0.48,2.92,0.1,0.03,BREAKEVEN,YES,10,292.56
2643,2025-05-14,16:40,16:50,LONG,3189.23,3183.32,3190.08,3196.91,3196.91,5.91,0.5,2.93,3.8,1.3,BREAKEVEN,YES,10,296.36
2644,2025-05-15,07:00,07:05,SHORT,3151.37,3154.03,3151.17,3147.91,3151.17,2.66,1.11,2.96,0.22,0.08,BREAKEVEN,YES,5,296.59
2645,2025-05-15,08:10,08:15,LONG,3139.65,3137.31,3139.85,3142.69,3139.85,2.34,1.27,2.97,0.25,0.09,BREAKEVEN,YES,5,296.84
2646,2025-05-15,08:45,08:50,LONG,3133.6,3129.54,3129.54,3138.88,3129.54,4.06,0.73,2.97,-2.97,-1,BREAKEVEN,NO,5,293.87
2647,2025-05-15,09:35,10:20,LONG,3148.84,3141.66,3141.66,3158.17,3144.85,7.18,0.41,2.94,-1.63,-0.56,BREAKEVEN,NO,45,292.24
2648,2025-05-15,10:10,10:20,LONG,3150.21,3144.55,3144.55,3157.57,3144.55,5.66,0.52,2.92,-2.92,-1,BREAKEVEN,NO,10,289.32
2649,2025-05-15,11:00,11:35,LONG,3145.4,3137.66,3151.18,3155.46,3155.46,7.74,0.37,2.89,3.76,1.3,BREAKEVEN,YES,35,293.08
2650,2025-05-15,11:45,11:50,SHORT,3159.25,3161.83,3161.83,3155.9,3161.83,2.58,1.14,2.93,-2.93,-1,BREAKEVEN,NO,5,290.15
2651,2025-05-15,12:20,12:25,LONG,3169.12,3165.91,3165.91,3173.29,3165.91,3.21,0.9,2.9,-2.9,-1,BREAKEVEN,NO,5,287.24
2652,2025-05-15,13:10,13:15,LONG,3174.1,3170.62,3174.3,3178.62,3174.3,3.48,0.83,2.87,0.17,0.06,BREAKEVEN,YES,5,287.41
2653,2025-05-15,13:45,14:20,LONG,3178.37,3174.76,3174.76,3183.06,3174.76,3.61,0.8,2.87,-2.87,-1,BREAKEVEN,NO,35,284.54
2654,2025-05-15,14:20,14:30,LONG,3175.48,3172.55,3175.68,3179.29,3175.68,2.93,0.97,2.85,0.19,0.07,BREAKEVEN,YES,10,284.73
2655,2025-05-15,15:10,15:20,LONG,3180.39,3177.43,3180.59,3184.24,3184.24,2.96,0.96,2.85,3.7,1.3,BREAKEVEN,YES,10,288.43
2656,2025-05-15,15:55,16:05,LONG,3188.87,3184.55,3189.07,3194.49,3189.07,4.32,0.67,2.88,0.13,0.05,BREAKEVEN,YES,10,288.56
2657,2025-05-15,16:30,16:35,LONG,3192.39,3187.85,3192.59,3198.29,3192.59,4.54,0.64,2.89,0.13,0.04,BREAKEVEN,YES,5,288.69
2658,2025-05-16,07:05,07:20,SHORT,3213.3,3216.56,3216.56,3209.06,3216.56,3.26,0.89,2.89,-2.89,-1,BREAKEVEN,NO,15,285.81
2659,2025-05-16,07:40,07:45,LONG,3217.44,3215.02,3217.64,3220.59,3217.64,2.42,1.18,2.86,0.24,0.08,BREAKEVEN,YES,5,286.04
2660,2025-05-16,08:35,09:00,SHORT,3216.18,3221.8,3221.8,3208.87,3221.8,5.62,0.51,2.86,-2.86,-1,BREAKEVEN,NO,25,283.18
2661,2025-05-16,09:10,09:15,SHORT,3228.5,3232.73,3228.3,3223,3228.3,4.23,0.67,2.83,0.13,0.05,BREAKEVEN,YES,5,283.31
2662,2025-05-16,09:50,10:00,SHORT,3214.67,3218.33,3214.47,3209.91,3214.47,3.66,0.77,2.83,0.15,0.05,BREAKEVEN,YES,10,283.47
2663,2025-05-16,10:25,10:40,SHORT,3209.53,3212.57,3212.57,3205.58,3212.57,3.04,0.93,2.83,-2.83,-1,BREAKEVEN,NO,15,280.63
2664,2025-05-16,11:00,11:10,LONG,3207.06,3203.87,3203.87,3211.21,3203.87,3.19,0.88,2.81,-2.81,-1,BREAKEVEN,NO,10,277.83
2665,2025-05-16,11:35,11:50,SHORT,3207.09,3210.17,3206.89,3203.09,3206.89,3.08,0.9,2.78,0.18,0.06,BREAKEVEN,YES,15,278.01
2666,2025-05-16,12:10,12:30,LONG,3206.65,3203.02,3207.87,3211.37,3211.37,3.63,0.77,2.78,3.61,1.3,BREAKEVEN,YES,20,281.62
2667,2025-05-16,12:50,13:00,LONG,3210.87,3207.78,3207.78,3214.89,3207.78,3.09,0.91,2.82,-2.82,-1,BREAKEVEN,NO,10,278.81
2668,2025-05-16,13:30,13:35,SHORT,3201.6,3205.88,3201.4,3196.04,3201.4,4.28,0.65,2.79,0.13,0.05,BREAKEVEN,YES,5,278.94
2669,2025-05-16,14:05,14:20,LONG,3173.05,3168.55,3173.25,3178.9,3173.25,4.5,0.62,2.79,0.12,0.04,BREAKEVEN,YES,15,279.06
2670,2025-05-16,14:45,14:50,SHORT,3173.62,3177.79,3173.42,3168.2,3168.2,4.17,0.67,2.79,3.63,1.3,BREAKEVEN,YES,5,282.69
2671,2025-05-16,15:25,15:35,LONG,3174.35,3170.09,3174.55,3179.89,3179.89,4.26,0.66,2.83,3.67,1.3,BREAKEVEN,YES,10,286.36
2672,2025-05-16,16:15,16:30,LONG,3174.58,3167.97,3174.78,3183.17,3174.78,6.61,0.43,2.86,0.09,0.03,BREAKEVEN,YES,15,286.45
2673,2025-05-19,07:05,07:30,LONG,3210.7,3205.19,3214.52,3217.86,3217.86,5.51,0.52,2.86,3.72,1.3,BREAKEVEN,YES,25,290.17
2674,2025-05-19,08:00,08:05,SHORT,3218.22,3222.47,3222.47,3212.69,3222.47,4.25,0.68,2.9,-2.9,-1,BREAKEVEN,NO,5,287.27
2675,2025-05-19,08:35,08:45,LONG,3218.85,3215.57,3215.57,3223.11,3215.57,3.28,0.88,2.87,-2.87,-1,BREAKEVEN,NO,10,284.4
2676,2025-05-19,09:20,09:25,LONG,3230.11,3226.54,3226.54,3234.75,3226.54,3.57,0.8,2.84,-2.84,-1,BREAKEVEN,NO,5,281.56
2677,2025-05-19,10:15,10:30,SHORT,3229.66,3231.97,3229.46,3226.66,3229.46,2.31,1.22,2.82,0.24,0.09,BREAKEVEN,YES,15,281.8
2678,2025-05-19,10:50,11:10,LONG,3232.68,3229.67,3232.88,3236.59,3232.88,3.01,0.94,2.82,0.19,0.07,BREAKEVEN,YES,20,281.99
2679,2025-05-19,11:25,11:50,LONG,3236.01,3232.27,3238.27,3240.87,3240.87,3.74,0.75,2.82,3.67,1.3,BREAKEVEN,YES,25,285.65
2680,2025-05-19,12:10,12:15,LONG,3240.73,3236.62,3236.62,3246.07,3236.62,4.11,0.7,2.86,-2.86,-1,BREAKEVEN,NO,5,282.8
2681,2025-05-19,12:45,13:00,LONG,3239.9,3236.28,3236.28,3244.61,3236.28,3.62,0.78,2.83,-2.83,-1,BREAKEVEN,NO,15,279.97
2682,2025-05-19,13:20,13:25,LONG,3238.74,3235.47,3238.94,3242.99,3238.94,3.27,0.86,2.8,0.17,0.06,BREAKEVEN,YES,5,280.14
2683,2025-05-19,14:00,14:10,LONG,3241.13,3237.68,3241.33,3245.62,3241.33,3.45,0.81,2.8,0.16,0.06,BREAKEVEN,YES,10,280.3
2684,2025-05-19,14:40,14:45,LONG,3246,3243.27,3246.2,3249.55,3246.2,2.73,1.03,2.8,0.21,0.07,BREAKEVEN,YES,5,280.51
2685,2025-05-19,15:15,15:45,SHORT,3240.58,3245.72,3240.38,3233.9,3240.38,5.14,0.55,2.81,0.11,0.04,BREAKEVEN,YES,30,280.62
2686,2025-05-19,16:20,16:25,SHORT,3233.85,3237.07,3233.65,3229.66,3233.65,3.22,0.87,2.81,0.17,0.06,BREAKEVEN,YES,5,280.79
2687,2025-05-19,16:55,17:00,SHORT,3229.93,3232.76,3229.73,3226.25,3226.25,2.83,0.99,2.81,3.65,1.3,BREAKEVEN,YES,5,284.44
2688,2025-05-20,07:05,07:50,SHORT,3212.69,3214.97,3214.97,3209.73,3214.97,2.28,1.25,2.84,-2.84,-1,BREAKEVEN,NO,45,281.6
2689,2025-05-20,07:40,07:50,SHORT,3212.75,3215.32,3215.32,3209.41,3215.32,2.57,1.1,2.82,-2.82,-1,BREAKEVEN,NO,10,278.78
2690,2025-05-20,08:25,08:30,LONG,3215.48,3212.49,3215.68,3219.37,3215.68,2.99,0.93,2.79,0.19,0.07,BREAKEVEN,YES,5,278.97
2691,2025-05-20,09:00,09:05,LONG,3211.13,3207.88,3211.33,3215.36,3215.36,3.25,0.86,2.79,3.63,1.3,BREAKEVEN,YES,5,282.59
2692,2025-05-20,09:40,10:10,LONG,3210.09,3207.3,3210.29,3213.72,3210.29,2.79,1.01,2.83,0.2,0.07,BREAKEVEN,YES,30,282.8
2693,2025-05-20,10:15,10:20,SHORT,3212.11,3215.08,3215.08,3208.25,3215.08,2.97,0.95,2.83,-2.83,-1,BREAKEVEN,NO,5,279.97
2694,2025-05-20,11:25,11:45,LONG,3222.17,3216.8,3226.9,3229.15,3229.15,5.37,0.52,2.8,3.64,1.3,BREAKEVEN,YES,20,283.61
2695,2025-05-20,12:20,12:25,LONG,3236.42,3233.86,3236.62,3239.75,3236.62,2.56,1.11,2.84,0.22,0.08,BREAKEVEN,YES,5,283.83
2696,2025-05-20,13:00,13:05,SHORT,3235.89,3238.29,3235.69,3232.77,3235.69,2.4,1.18,2.84,0.24,0.08,BREAKEVEN,YES,5,284.07
2697,2025-05-20,13:55,14:10,SHORT,3235.3,3238,3238,3231.79,3238,2.7,1.05,2.84,-2.84,-1,BREAKEVEN,NO,15,281.23
2698,2025-05-20,14:30,15:05,LONG,3239.16,3235.47,3239.36,3243.96,3239.36,3.69,0.76,2.81,0.15,0.05,BREAKEVEN,YES,35,281.38
2699,2025-05-20,15:35,15:45,LONG,3248.6,3243.5,3243.5,3255.23,3243.5,5.1,0.55,2.81,-2.81,-1,BREAKEVEN,NO,10,278.56
2700,2025-05-20,16:10,16:30,SHORT,3236.45,3239.4,3239.4,3232.61,3239.4,2.95,0.94,2.79,-2.79,-1,BREAKEVEN,NO,20,275.78
2701,2025-05-20,16:50,16:55,LONG,3247.92,3242.97,3248.12,3254.36,3254.36,4.95,0.56,2.76,3.59,1.3,BREAKEVEN,YES,5,279.36
2702,2025-05-21,07:05,07:20,LONG,3306.1,3302.72,3302.72,3310.49,3302.72,3.38,0.83,2.79,-2.79,-1,BREAKEVEN,NO,15,276.57
2703,2025-05-21,07:40,07:55,LONG,3304.69,3301.71,3301.71,3308.56,3301.71,2.98,0.93,2.77,-2.77,-1,BREAKEVEN,NO,15,273.8
2704,2025-05-21,08:30,08:40,SHORT,3301.48,3305.74,3305.74,3295.94,3305.74,4.26,0.64,2.74,-2.74,-1,BREAKEVEN,NO,10,271.07
2705,2025-05-21,09:15,09:25,LONG,3314.81,3311.98,3315.01,3318.49,3318.49,2.83,0.96,2.71,3.52,1.3,BREAKEVEN,YES,10,274.59
2706,2025-05-21,09:55,10:00,LONG,3320.02,3317.11,3317.11,3323.8,3317.11,2.91,0.94,2.75,-2.75,-1,BREAKEVEN,NO,5,271.84
2707,2025-05-21,10:30,10:45,SHORT,3312.53,3316.3,3312.33,3307.63,3312.33,3.77,0.72,2.72,0.14,0.05,BREAKEVEN,YES,15,271.99
2708,2025-05-21,11:20,11:25,SHORT,3309.22,3311.37,3309.02,3306.42,3309.02,2.15,1.27,2.72,0.25,0.09,BREAKEVEN,YES,5,272.24
2709,2025-05-21,11:55,12:30,SHORT,3308.48,3312.12,3312.12,3303.75,3312.12,3.64,0.75,2.72,-2.72,-1,BREAKEVEN,NO,35,269.52
2710,2025-05-21,12:30,12:40,LONG,3311.07,3308,3308,3315.06,3308,3.07,0.88,2.7,-2.7,-1,BREAKEVEN,NO,10,266.82
2711,2025-05-21,13:05,13:15,LONG,3312.1,3309.74,3312.3,3315.17,3312.3,2.36,1.13,2.67,0.23,0.08,BREAKEVEN,YES,10,267.05
2712,2025-05-21,14:20,14:35,LONG,3311.62,3308.75,3308.75,3315.35,3308.75,2.87,0.93,2.67,-2.67,-1,BREAKEVEN,NO,15,264.38
2713,2025-05-21,14:55,15:20,LONG,3311.19,3306.2,3306.2,3317.68,3306.2,4.99,0.53,2.64,-2.64,-1,BREAKEVEN,NO,25,261.74
2714,2025-05-21,15:30,15:35,LONG,3294.16,3290.3,3294.36,3299.18,3294.36,3.86,0.68,2.62,0.14,0.05,BREAKEVEN,YES,5,261.87
2715,2025-05-21,16:05,16:25,LONG,3303.06,3298.89,3303.26,3308.48,3303.26,4.17,0.63,2.62,0.13,0.05,BREAKEVEN,YES,20,262
2716,2025-05-21,16:40,16:45,LONG,3305.54,3300.68,3300.68,3311.86,3300.68,4.86,0.54,2.62,-2.62,-1,BREAKEVEN,NO,5,259.38
2717,2025-05-22,07:10,07:30,SHORT,3335.12,3337.47,3337.47,3332.07,3337.47,2.35,1.1,2.59,-2.59,-1,BREAKEVEN,NO,20,256.78
2718,2025-05-22,07:50,08:05,LONG,3337.88,3335.81,3338.08,3340.57,3338.08,2.07,1.24,2.57,0.25,0.1,BREAKEVEN,YES,15,257.03
2719,2025-05-22,08:30,08:45,SHORT,3337.3,3340.57,3336.76,3333.05,3333.05,3.27,0.79,2.57,3.34,1.3,BREAKEVEN,YES,15,260.37
2720,2025-05-22,09:10,09:25,SHORT,3333.2,3336.59,3332.63,3328.79,3328.79,3.39,0.77,2.6,3.38,1.3,BREAKEVEN,YES,15,263.76
2721,2025-05-22,09:55,10:05,SHORT,3326.46,3328.71,3326.26,3323.53,3326.26,2.25,1.17,2.64,0.23,0.09,BREAKEVEN,YES,10,263.99
2722,2025-05-22,10:35,10:55,SHORT,3327.51,3330.36,3330.36,3323.81,3330.36,2.85,0.93,2.64,-2.64,-1,BREAKEVEN,NO,20,261.35
2723,2025-05-22,11:10,11:15,SHORT,3326.97,3331.11,3326.77,3321.59,3326.77,4.14,0.63,2.61,0.13,0.05,BREAKEVEN,YES,5,261.48
2724,2025-05-22,11:45,11:55,LONG,3313.88,3310.61,3310.61,3318.13,3310.61,3.27,0.8,2.61,-2.61,-1,BREAKEVEN,NO,10,258.86
2725,2025-05-22,12:25,12:35,SHORT,3306.57,3309.13,3309.13,3303.24,3309.13,2.56,1.01,2.59,-2.59,-1,BREAKEVEN,NO,10,256.27
2726,2025-05-22,13:00,13:05,SHORT,3304.82,3308.96,3304.62,3299.44,3304.62,4.14,0.62,2.56,0.12,0.05,BREAKEVEN,YES,5,256.4
2727,2025-05-22,13:35,13:45,SHORT,3296.24,3300.15,3300.15,3291.16,3300.15,3.91,0.66,2.56,-2.56,-1,BREAKEVEN,NO,10,253.83
2728,2025-05-22,14:25,14:30,SHORT,3294.88,3298.31,3294.68,3290.42,3294.68,3.43,0.74,2.54,0.15,0.06,BREAKEVEN,YES,5,253.98
2729,2025-05-22,15:00,15:05,LONG,3312.83,3310.11,3310.11,3316.37,3310.11,2.72,0.93,2.54,-2.54,-1,BREAKEVEN,NO,5,251.44
2730,2025-05-22,15:50,16:00,LONG,3303.56,3299.44,3303.76,3308.92,3308.92,4.12,0.61,2.51,3.27,1.3,BREAKEVEN,YES,10,254.71
2731,2025-05-22,16:25,16:30,LONG,3311.14,3307.91,3307.91,3315.34,3307.91,3.23,0.79,2.55,-2.55,-1,BREAKEVEN,NO,5,252.16
2732,2025-05-23,07:05,07:15,LONG,3304.01,3300.82,3305.22,3308.16,3308.16,3.19,0.79,2.52,3.28,1.3,BREAKEVEN,YES,10,255.44
2733,2025-05-23,07:40,07:50,LONG,3313.85,3311.23,3314.05,3317.26,3314.05,2.62,0.97,2.55,0.19,0.08,BREAKEVEN,YES,10,255.64
2734,2025-05-23,08:15,08:20,LONG,3318.05,3315.19,3318.25,3321.77,3318.25,2.86,0.89,2.56,0.18,0.07,BREAKEVEN,YES,5,255.82
2735,2025-05-23,08:55,09:00,SHORT,3323.79,3327.19,3327.19,3319.37,3327.19,3.4,0.75,2.56,-2.56,-1,BREAKEVEN,NO,5,253.26
2736,2025-05-23,09:35,09:45,SHORT,3326.53,3330.05,3330.05,3321.95,3330.05,3.52,0.72,2.53,-2.53,-1,BREAKEVEN,NO,10,250.73
2737,2025-05-23,10:15,10:25,SHORT,3330.63,3332.73,3330.43,3327.9,3330.43,2.1,1.19,2.51,0.24,0.1,BREAKEVEN,YES,10,250.96
2738,2025-05-23,11:10,11:20,LONG,3329.1,3325.79,3325.79,3333.4,3325.79,3.31,0.76,2.51,-2.51,-1,BREAKEVEN,NO,10,248.45
2739,2025-05-23,11:45,12:00,SHORT,3324.61,3328.17,3328.17,3319.98,3328.17,3.56,0.7,2.48,-2.48,-1,BREAKEVEN,NO,15,245.97
2740,2025-05-23,12:25,13:00,LONG,3332.34,3327.36,3327.36,3338.81,3327.36,4.98,0.49,2.46,-2.46,-1,BREAKEVEN,NO,35,243.51
2741,2025-05-23,13:05,13:15,SHORT,3324.11,3328.34,3328.34,3318.61,3328.34,4.23,0.58,2.44,-2.44,-1,BREAKEVEN,NO,10,241.08
2742,2025-05-23,14:05,14:10,SHORT,3328.7,3331.43,3328.5,3325.15,3328.5,2.73,0.88,2.41,0.18,0.07,BREAKEVEN,YES,5,241.25
2743,2025-05-23,14:50,14:55,LONG,3343.44,3338.07,3343.64,3350.42,3343.64,5.37,0.45,2.41,0.09,0.04,BREAKEVEN,YES,5,241.34
2744,2025-05-23,15:40,15:50,LONG,3358.08,3354.01,3354.01,3363.37,3354.01,4.07,0.59,2.41,-2.41,-1,BREAKEVEN,NO,10,238.93
2745,2025-05-23,16:15,16:20,SHORT,3353.69,3359.65,3353.49,3345.94,3353.49,5.96,0.4,2.39,0.08,0.03,BREAKEVEN,YES,5,239.01
2746,2025-05-23,16:50,16:55,SHORT,3345.44,3348.86,3345.24,3340.99,3340.99,3.42,0.7,2.39,3.11,1.3,BREAKEVEN,YES,5,242.12
2747,2025-05-26,07:10,07:55,SHORT,3348.73,3352.4,3352.4,3343.96,3349.84,3.67,0.66,2.42,-0.73,-0.3,BREAKEVEN,NO,45,241.38
2748,2025-05-26,08:00,08:15,SHORT,3349.07,3352.9,3348.87,3344.09,3348.87,3.83,0.63,2.41,0.13,0.05,BREAKEVEN,YES,15,241.51
2749,2025-05-26,08:35,08:45,SHORT,3345.51,3348.8,3348.8,3341.23,3348.8,3.29,0.73,2.42,-2.42,-1,BREAKEVEN,NO,10,239.09
2750,2025-05-26,09:10,09:15,SHORT,3346.01,3348.42,3345.81,3342.88,3342.88,2.41,0.99,2.39,3.11,1.3,BREAKEVEN,YES,5,242.2
